note,source_pdf,updated,updates,reason,doi,arxiv_id,external_source,old_title,new_title,old_authors,new_authors,old_venue,new_venue,old_year,new_year
papers/notes/pending-extra-1403-0700v1-1403-0700v1.md,papers/raw/pending-references/1403.0700v1.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,,1403.0700,crossref_title,1403.0700v1,Random projections on manifolds of Symmetric Positive Definite matrices for image classification,UNKNOWN,"Azadeh Alavi, Arnold Wiliem, Kun Zhao, Brian C. Lovell, Conrad Sanderson",UNKNOWN,IEEE Winter Conference on Applications of Computer Vision,2014,2014
papers/notes/pending-extra-2669557-2669578-2669557-2669578.md,papers/raw/pending-references/2669557.2669578.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1145/2669557.2669578,,crossref_doi,2669557.2669578,Sanity check for class-coloring-based evaluation of dimension reduction techniques,UNKNOWN,Michaël Aupetit,UNKNOWN,Proceedings of the Fifth Workshop on Beyond Time and Errors: Novel Evaluation Methods for Visualization,2026,2014
papers/notes/pending-extra-72608-72608.md,papers/raw/pending-references/72608.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,10.5220/0007260800280038,,crossref_doi,72608,Visual Analytics of Multidimensional Projections for Constructing Classifier Decision Boundary Maps,UNKNOWN,"Mateus Espadoto, Francisco Rodrigues, Alexandru Telea",UNKNOWN,"Proceedings of the 14th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",2019,2019
papers/notes/pending-extra-a-geodesic-framework-a-geodesic-framework-for-analyzing-molecular-similarities.md,papers/raw/pending-references/a-geodesic-framework-for-analyzing-molecular-similarities.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1021/ci025631m,,crossref_doi,a-geodesic-framework-for-analyzing-molecular-similarities,A Geodesic Framework for Analyzing Molecular Similarities,UNKNOWN,"Dimitris K. Agrafiotis, Huafeng Xu",UNKNOWN,Journal of Chemical Information and Computer Sciences,2026,2003
papers/notes/pending-extra-bbs017-bbs017.md,papers/raw/pending-references/bbs017.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,,,crossref_title,bbs017,Integrative Genomics Viewer (IGV): high-performance genomics data visualization and exploration,UNKNOWN,"H. Thorvaldsdottir, J. T. Robinson, J. P. Mesirov",UNKNOWN,Briefings in Bioinformatics,2026,2013
papers/notes/pending-extra-clustered-nystrm-met-clustered-nystrm-method-for-large-scale-manifold-learning.md,papers/raw/pending-references/Clustered_Nystrm_Method_for_Large_Scale_Manifold_Learning_and_Dimension_Reduction.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1109/TNN.2010.2064786,,crossref_doi,Clustered_Nystrm_Method_for_Large_Scale_Manifold_Learning_and_Dimension_Reduction,Clustered Nyström Method for Large Scale Manifold Learning and Dimension Reduction,UNKNOWN,"Kai Zhang, James T. Kwok",UNKNOWN,IEEE Transactions on Neural Networks,2026,2010
papers/notes/pending-extra-computer-graphics-fo-computer-graphics-forum-2015-rieck-persistent-homology-for.md,papers/raw/pending-references/Computer Graphics Forum - 2015 - Rieck - Persistent Homology for the Evaluation of Dimensionality Reduction Schemes.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,10.1111/cgf.12655,,crossref_doi,Computer Graphics Forum - 2015 - Rieck - Persistent Homology for the Evaluation of Dimensionality Reduction Schemes,Persistent Homology for the Evaluation of Dimensionality Reduction Schemes,UNKNOWN,"B. Rieck, H. Leitte",UNKNOWN,Computer Graphics Forum,2015,2015
papers/notes/pending-extra-donoho-grimes-2003-h-donoho-grimes-2003-hessian-eigenmaps-locally-linear-embedd.md,papers/raw/pending-references/donoho-grimes-2003-hessian-eigenmaps-locally-linear-embedding-techniques-for-high-dimensional-data.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1073/H20862pnas.1031596100,,crossref_title,donoho-grimes-2003-hessian-eigenmaps-locally-linear-embedding-techniques-for-high-dimensional-data,Hessian eigenmaps: Locally linear embedding techniques for high-dimensional data,UNKNOWN,"David L. Donoho, Carrie Grimes",UNKNOWN,Proceedings of the National Academy of Sciences,2026,2003
papers/notes/pending-extra-explainers-expert-ex-explainers-expert-explorations-with-crafted-projections.md,papers/raw/pending-references/Explainers_Expert_Explorations_with_Crafted_Projections.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,,,crossref_title,Explainers_Expert_Explorations_with_Crafted_Projections,Explainers: Expert Explorations with Crafted Projections,UNKNOWN,Michael Gleicher,UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2026,2013
papers/notes/pending-extra-fernstad-et-al-2012-fernstad-et-al-2012-quality-based-guidance-for-exploratory.md,papers/raw/pending-references/fernstad-et-al-2012-quality-based-guidance-for-exploratory-dimensionality-reduction.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,10.1177/1473871612460526,,crossref_doi,fernstad-et-al-2012-quality-based-guidance-for-exploratory-dimensionality-reduction,Quality-based guidance for exploratory dimensionality reduction,UNKNOWN,"Sara Johansson Fernstad, Jane Shaw, Jimmy Johansson",UNKNOWN,Information Visualization,2012,2012
papers/notes/pending-extra-friedman-exploratory-friedman-exploratoryprojectionpursuit-1987.md,papers/raw/pending-references/Friedman-ExploratoryProjectionPursuit-1987.pdf,true,"authors,year",authors:pdf;year:pdf,,,,Friedman-ExploratoryProjectionPursuit-1987,Friedman-ExploratoryProjectionPursuit-1987,UNKNOWN,Exploratory Projection Pursuit,UNKNOWN,UNKNOWN,2026,1987
papers/notes/pending-extra-ilamp-exploring-high-ilamp-exploring-high-dimensional-spacing-through-backward.md,papers/raw/pending-references/iLAMP_Exploring_high-dimensional_spacing_through_backward_multidimensional_projection.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,,,crossref_title,iLAMP_Exploring_high-dimensional_spacing_through_backward_multidimensional_projection,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,UNKNOWN,"Elisa Portes dos Santos Amorim, Emilio Vital Brazil, Joel Daniels, Paulo Joia, Luis Gustavo Nonato, Mario Costa Sousa",UNKNOWN,2012 IEEE Conference on Visual Analytics Science and Technology (VAST),2026,2012
papers/notes/pending-extra-large-manifold-book-large-manifold-book-chapter.md,papers/raw/pending-references/large_manifold_book_chapter.pdf,true,"authors,title",title:pdf;authors:pdf,,,,large_manifold_book_chapter,"Ameet Talwalkar,1 Sanjiv Kumar, 2 Mehryar Mohri, 3 Henry Rowley 4 6.1 Introduction",UNKNOWN,"The problem of dimensionality reduction arises in many comp uter vision applications, where it is natural to represent images as vectors i n a high-dimensional",UNKNOWN,UNKNOWN,2006,2006
papers/notes/pending-extra-least-square-project-least-square-projection-a-fast-high-precision-multidimensi.md,papers/raw/pending-references/Least_Square_Projection_A_Fast_High-Precision_Multidimensional_Projection_Technique_and_Its_Application_to_Document_Mapping (1).pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1109/TVCG.2007.70443,,crossref_doi,Least_Square_Projection_A_Fast_High-Precision_Multidimensional_Projection_Technique_and_Its_Application_to_Document_Mapping (1),Least Square Projection: A Fast High-Precision Multidimensional Projection Technique and Its Application to Document Mapping,UNKNOWN,"F.V. Paulovich, L.G. Nonato, R. Minghim, H. Levkowitz",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2026,2008
papers/notes/pending-extra-medical-physics-2009-medical-physics-2009-jamieson-exploring-nonlinear-feature.md,papers/raw/pending-references/Medical Physics - 2009 - Jamieson - Exploring nonlinear feature space dimension reduction and data representation in breast.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,10.1118/1.3267037/H20852,,crossref_title,Medical Physics - 2009 - Jamieson - Exploring nonlinear feature space dimension reduction and data representation in breast,Exploring nonlinear feature space dimension reduction and data representation in breast CADx with Laplacian eigenmaps and ‐SNE,UNKNOWN,"Andrew R. Jamieson, Maryellen L. Giger, Karen Drukker, Hui Li, Yading Yuan, Neha Bhooshan",UNKNOWN,Medical Physics,2010,2010
papers/notes/pending-extra-nmap-a-novel-neighbo-nmap-a-novel-neighborhood-preservation-space-filling-algor.md,papers/raw/pending-references/Nmap_A_Novel_Neighborhood_Preservation_Space-filling_Algorithm.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1109/TVCG.2014.2346276,,crossref_doi,Nmap_A_Novel_Neighborhood_Preservation_Space-filling_Algorithm,Nmap: A Novel Neighborhood Preservation Space-filling Algorithm,UNKNOWN,"Felipe S. L. G. Duarte, Fabio Sikansi, Francisco M. Fatore, Samuel G. Fadel, Fernando V. Paulovich",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2026,2014
papers/notes/pending-extra-orthogonal-neighborh-orthogonal-neighborhood-preserving-projections-a-projectio.md,papers/raw/pending-references/Orthogonal_Neighborhood_Preserving_Projections_A_Projection-Based_Dimensionality_Reduction_Technique.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1109/TPAMI.2007.1131,,crossref_doi,Orthogonal_Neighborhood_Preserving_Projections_A_Projection-Based_Dimensionality_Reduction_Technique,Orthogonal Neighborhood Preserving Projections: A Projection-Based Dimensionality Reduction Technique,UNKNOWN,"E. Kokiopoulou, Y. Saad",UNKNOWN,IEEE Transactions on Pattern Analysis and Machine Intelligence,2026,2007
papers/notes/pending-extra-probing-projections-probing-projections-interaction-techniques-for-interpretin.md,papers/raw/pending-references/Probing_Projections_Interaction_Techniques_for_Interpreting_Arrangements_and_Errors_of_Dimensionality_Reductions.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,10.1109/TVCG.2015.2467717,,crossref_doi,Probing_Projections_Interaction_Techniques_for_Interpreting_Arrangements_and_Errors_of_Dimensionality_Reductions,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,UNKNOWN,"Julian Stahnke, Marian Dork, Boris Muller, Andreas Thom",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2026,2016
papers/notes/pending-extra-rkharal2006-rkharal2006.md,papers/raw/pending-references/rkharal2006.pdf,true,"authors,title",title:pdf;authors:pdf,,,,rkharal2006,Semideﬁnite Embedding for the Dimensionality Reduction of DNA Microarray Data,UNKNOWN,Reduction of DNA Microarray Data,UNKNOWN,UNKNOWN,2006,2006
papers/notes/pending-extra-s13042-021-01307-7-s13042-021-01307-7.md,papers/raw/pending-references/s13042-021-01307-7.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,10.1007/s13042-021-01307-7,,crossref_doi,s13042-021-01307-7,Multi-view data clustering via non-negative matrix factorization with manifold regularization,UNKNOWN,"Ghufran Ahmad Khan, Jie Hu, Tianrui Li, Bassoma Diallo, Hongjun Wang",UNKNOWN,International Journal of Machine Learning and Cybernetics,2022,2022
papers/notes/pending-extra-s40537-021-00444-8-s40537-021-00444-8.md,papers/raw/pending-references/s40537-021-00444-8.pdf,true,"authors,title,venue",title:crossref;authors:crossref;venue:crossref,10.1186/s40537-021-00444-8,,crossref_doi,s40537-021-00444-8,"Review of deep learning: concepts, CNN architectures, challenges, applications, future directions",UNKNOWN,"Laith Alzubaidi, Jinglan Zhang, Amjad J. Humaidi, Ayad Al-Dujaili, Ye Duan, Omran Al-Shamma, J. Santamaría, Mohammed A. Fadhel, Muthana Al-Amidie, Laith Farhan",UNKNOWN,Journal of Big Data,2021,2021
papers/notes/pending-extra-science-290-5500-231-science-290-5500-2319.md,papers/raw/pending-references/science.290.5500.2319.pdf,true,"authors,year",authors:pdf;year:pdf,,5500.2319,,science.290.5500.2319,science.290.5500.2319,UNKNOWN,"and ; right , , and ).",UNKNOWN,UNKNOWN,2026,1987
papers/notes/pending-extra-topoinvis2015-topoinvis2015.md,papers/raw/pending-references/TopoInVis2015.pdf,true,"authors,title,venue,year",title:crossref;authors:crossref;venue:crossref;year:crossref,,,crossref_title,TopoInVis2015,Agreement Analysis of Quality Measures for Dimensionality Reduction,UNKNOWN,"Bastian Rieck, Heike Leitte",UNKNOWN,Mathematics and Visualization,2026,2017
papers/notes/pending-extra-weinberger05a-weinberger05a.md,papers/raw/pending-references/weinberger05a.pdf,true,"authors,title",title:pdf;authors:pdf,,,,weinberger05a,Nonlinear Dimensionality Reduction by Semideﬁnite Programming and Kernel Matrix Factorization,UNKNOWN,Programming and Kernel Matrix Factorization,UNKNOWN,UNKNOWN,2000,2000
papers/notes/pending-ref-002-empirical-guidance-on-scatterplot-and-dimension-reduction.md,papers/raw/pending-references/pending-ref-002-2013-empirical-guidance-on-scatterplot-and-dimension-reduction-technique-choices.pdf,true,"title,venue",title:crossref;venue:crossref,,,crossref_title,Empirical guidance on scatterplot and dimension reduction technique choices,Empirical Guidance on Scatterplot and Dimension Reduction Technique Choices,"M. Sedlmair, T. Munzner, and M. Tory","M. Sedlmair, T. Munzner, and M. Tory",UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2013,2013
papers/notes/pending-ref-004-information-retrieval-perspective-to-nonlinear-dimensional.md,papers/raw/pending-references/pending-ref-004-2010-information-retrieval-perspective-to-nonlinear-dimensionality-reduction-for-data-visu.pdf,false,,,,,,Information retrieval perspective to nonlinear dimensionality reduction for data visualization,Information retrieval perspective to nonlinear dimensionality reduction for data visualization,"J. V enna, J. Peltonen, K. Nybo, H. Aidos, and S. Kaski","J. V enna, J. Peltonen, K. Nybo, H. Aidos, and S. Kaski",UNKNOWN,UNKNOWN,2010,2010
papers/notes/pending-ref-006-visual-analysis-of-dimensionality-reduction-quality-for-pa.md,papers/raw/pending-references/pending-ref-006-2014-visual-analysis-of-dimensionality-reduction-quality-for-parameterized-projections.pdf,true,venue,venue:crossref,10.1109/5.726791,,crossref_doi,Visual analysis of dimensionality reduction quality for parameterized projections,Visual analysis of dimensionality reduction quality for parameterized projections,"Rafael Messias Martins, Danilo Barbosa Coimbra, Rosane Minghim, and A.C. Telea","Rafael Messias Martins, Danilo Barbosa Coimbra, Rosane Minghim, and A.C. Telea",UNKNOWN,Proceedings of the IEEE,2014,2014
papers/notes/pending-ref-007-a-perception-driven-approach-to-supervised-dimensionality.md,papers/raw/pending-references/pending-ref-007-2018-a-perception-driven-approach-to-supervised-dimensionality-reduction-for-visualization.pdf,true,venue,venue:crossref,10.3389/neuro.06.004.2008,,crossref_doi,A Perception-Driven Approach to Supervised Dimensionality Reduction for Visualization,A Perception-Driven Approach to Supervised Dimensionality Reduction for Visualization,"Yunhai Wang, Kang Feng, Xiaowei Chu, Jian Zhang, Chi-Wing Fu, Michael Sedlmair, Xiaohui Yu, and Baoquan Chen","Yunhai Wang, Kang Feng, Xiaowei Chu, Jian Zhang, Chi-Wing Fu, Michael Sedlmair, Xiaohui Yu, and Baoquan Chen",UNKNOWN,Frontiers in Systems Neuroscience,2018,2018
papers/notes/pending-ref-008-nonlinear-dimensionality-reduction-by-locally-linear-embed.md,papers/raw/pending-references/pending-ref-008-2000-nonlinear-dimensionality-reduction-by-locally-linear-embedding.pdf,true,venue,title:crossref;venue:crossref,,,crossref_title,Nonlinear Dimensionality Reduction by Locally Linear Embedding,Nonlinear Dimensionality Reduction by Locally Linear Embedding,Sam T. Roweis and Lawrence K. Saul,Sam T. Roweis and Lawrence K. Saul,UNKNOWN,Science,2000,2000
papers/notes/pending-ref-009-uniform-manifold-approximation-with-two-phase-optimization.md,papers/raw/pending-references/pending-ref-009-2022-uniform-manifold-approximation-with-two-phase-optimization.pdf,false,,,,,,Uniform manifold approximation with two-phase optimization,Uniform manifold approximation with two-phase optimization,"H. Jeon, H.-K. Ko, S. Lee, J. Jo, and J. Seo","H. Jeon, H.-K. Ko, S. Lee, J. Jo, and J. Seo",UNKNOWN,UNKNOWN,2022,2022
papers/notes/pending-ref-010-a-taxonomy-of-visual-cluster-separation-factors.md,papers/raw/pending-references/pending-ref-010-2012-a-taxonomy-of-visual-cluster-separation-factors.pdf,true,venue,venue:crossref,10.1371/journal.pone.0061217,,crossref_doi,A Taxonomy of Visual Cluster Separation Factors,A Taxonomy of Visual Cluster Separation Factors,"M. Sedlmair, A. Tatu, T. Munzner, and M. Tory","M. Sedlmair, A. Tatu, T. Munzner, and M. Tory",UNKNOWN,PLoS ONE,2012,2012
papers/notes/pending-ref-012-quality-metrics-in-high-dimensional-data-visualization-an.md,papers/raw/pending-references/pending-ref-012-2011-quality-metrics-in-high-dimensional-data-visualization-an-overview-and-systematizatio.pdf,true,venue,venue:crossref,10.1038/s41592-019-0686-2,,crossref_doi,Quality metrics in high-dimensional data visualization: An overview and systematization,Quality metrics in high-dimensional data visualization: An overview and systematization,"E. Bertini, A. Tatu, and D. Keim","E. Bertini, A. Tatu, and D. Keim",UNKNOWN,Nature Methods,2011,2011
papers/notes/pending-ref-013-a-survey-of-dimension-reduction-methods-for-high-dimension.md,papers/raw/pending-references/pending-ref-013-2012-a-survey-of-dimension-reduction-methods-for-high-dimensional-data-analysis-and-visual.pdf,true,"title,venue",title:crossref;venue:crossref,10.4230/OASIcs.VLUDS.2011.135,,crossref_title,A survey of dimension reduction methods for high-dimensional data analysis and visualization,High Performance Dimension Reduction and Visualization for Large High-Dimensional Data Analysis,"D. Engel, L. Hüttenberger, and B. Hamann","D. Engel, L. Hüttenberger, and B. Hamann",UNKNOWN,"2010 10th IEEE/ACM International Conference on Cluster, Cloud and Grid Computing",2012,2012
papers/notes/pending-ref-014-charting-a-manifold.md,papers/raw/pending-references/pending-ref-014-2002-charting-a-manifold.pdf,false,,,,,,Charting a manifold,Charting a manifold,M. Brand,M. Brand,UNKNOWN,UNKNOWN,2002,2002
papers/notes/pending-ref-015-feature-learning-for-nonlinear-dimensionality-reduction-to.md,papers/raw/pending-references/pending-ref-015-2023-feature-learning-for-nonlinear-dimensionality-reduction-toward-maximal-extraction-of.pdf,true,venue,title:crossref;venue:crossref,,,crossref_title,Feature Learning for Nonlinear Dimensionality Reduction toward Maximal Extraction of Hidden Patterns,Feature Learning for Nonlinear Dimensionality Reduction toward Maximal Extraction of Hidden Patterns,"Takanori Fujiwara, Yun-Hsin Kuo, Anders Ynnerman, and Kwan-Liu Ma","Takanori Fujiwara, Yun-Hsin Kuo, Anders Ynnerman, and Kwan-Liu Ma",UNKNOWN,2023 IEEE 16th Pacific Visualization Symposium (PacificVis),2023,2023
papers/notes/pending-ref-016-visual-interaction-with-dimensionality-reduction-a-structu.md,papers/raw/pending-references/pending-ref-016-2017-visual-interaction-with-dimensionality-reduction-a-structured-literature-analysis.pdf,true,"title,venue",title:crossref;venue:crossref,10.1109/TVCG.2016.2598495,,crossref_doi,Visual interaction with dimensionality reduction: A structured literature analysis,Visual Interaction with Dimensionality Reduction: A Structured Literature Analysis,D. Sacha et al,D. Sacha et al,UNKNOWN,IEEE Transactions on Visualization and Computer Graphics,2017,2017
papers/notes/pending-ref-018-a-general-framework-for-dimensionality-reducing-data-visua.md,papers/raw/pending-references/pending-ref-018-2012-a-general-framework-for-dimensionality-reducing-data-visualization-mapping.pdf,true,venue,venue:crossref,10.18637/jss.v067.i01,,crossref_doi,A General Framework for Dimensionality-Reducing Data Visualization Mapping,A General Framework for Dimensionality-Reducing Data Visualization Mapping,"Kerstin Bunte, Michael Biehl, and Barbara Hammer","Kerstin Bunte, Michael Biehl, and Barbara Hammer",UNKNOWN,Journal of Statistical Software,2012,2012
papers/notes/pending-ref-019-local-multidimensional-scaling.md,papers/raw/pending-references/pending-ref-019-2006-local-multidimensional-scaling.pdf,true,venue,venue:crossref,,,crossref_title,Local multidimensional scaling,Local multidimensional scaling,Jarkko Venna and Samuel Kaski,Jarkko Venna and Samuel Kaski,UNKNOWN,Journal of the American Statistical Association,2006,2006
papers/notes/pending-ref-021-axisketcher-interactive-nonlinear-axis-mapping-of-visualiz.md,papers/raw/pending-references/pending-ref-021-2017-axisketcher-interactive-nonlinear-axis-mapping-of-visualizations-through-user-drawing.pdf,true,venue,venue:crossref,,,crossref_title,Axisketcher: Interactive nonlinear axis mapping of visualizations through user drawings,Axisketcher: Interactive nonlinear axis mapping of visualizations through user drawings,"B. C. Kwon, H. Kim, E. Wall, J. Choo, H. Park, and A. Endert","B. C. Kwon, H. Kim, E. Wall, J. Choo, H. Park, and A. Endert",UNKNOWN,Proceedings of the AAAI Conference on Artificial Intelligence,2017,2017
papers/notes/pending-ref-022-human-cluster-evaluation-and-formal-quality-measures-a-com.md,papers/raw/pending-references/pending-ref-022-2012-human-cluster-evaluation-and-formal-quality-measures-a-comparative-study.pdf,false,,,,,,Human cluster evaluation and formal quality measures: A comparative study,Human cluster evaluation and formal quality measures: A comparative study,"Joshua Lewis, Margareta Ackerman, and Virginia de Sa","Joshua Lewis, Margareta Ackerman, and Virginia de Sa",UNKNOWN,UNKNOWN,2012,2012
papers/notes/pending-ref-023-visual-quality-metrics-and-human-perception-an-initial-stu.md,papers/raw/pending-references/pending-ref-023-2010-visual-quality-metrics-and-human-perception-an-initial-study-on-2d-projections-of-lar.pdf,false,,,,,,Visual quality metrics and human perception: an initial study on 2D projections of large multidimensional data,Visual quality metrics and human perception: an initial study on 2D projections of large multidimensional data,"Andrada Tatu, Peter Bak, Enrico Bertini, Daniel Keim, and Joern Schneidewind","Andrada Tatu, Peter Bak, Enrico Bertini, Daniel Keim, and Joern Schneidewind",UNKNOWN,UNKNOWN,2010,2010
papers/notes/pending-ref-024-viscoder-a-tool-for-visually-comparing-dimensionality-redu.md,papers/raw/pending-references/pending-ref-024-2018-viscoder-a-tool-for-visually-comparing-dimensionality-reduction-algorithms.pdf,false,,,,,,VisCoDeR: A tool for visually comparing dimensionality reduction algorithms,VisCoDeR: A tool for visually comparing dimensionality reduction algorithms,"René Cutura, Stefan Holzer, Michaël Aupetit, and Michael Sedlmair","René Cutura, Stefan Holzer, Michaël Aupetit, and Michael Sedlmair",UNKNOWN,UNKNOWN,2018,2018
papers/notes/pending-ref-026-umap-uniform-manifold-approximation-and-projection-for-dim.md,papers/raw/pending-references/pending-ref-026-2020-umap-uniform-manifold-approximation-and-projection-for-dimension-reduction.pdf,false,,,,1802.03426,,UMAP: Uniform Manifold Approximation and Projection for Dimension Reduction,UMAP: Uniform Manifold Approximation and Projection for Dimension Reduction,"Leland McInnes, John Healy, and James Melville","Leland McInnes, John Healy, and James Melville",UNKNOWN,UNKNOWN,2020,2020
