candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action,download_status,downloaded_pdf,resolved_url,source_channel,error,retry_status,retry_url,retry_source,retry_error
pending-ref-062,Improving the visual analysis of high-dimensional datasets using quality measures,"Georgia Albuquerque, Martin Eisemann, Dirk J. Lehmann, Holger Theisel, and Marcus Magnor",2010,10.1109/VAST.2010.5652433,2,papers/notes/2014-brehmer-task-sequences.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/2669557.2669559.pdf; papers/raw/jeon25chi (4).pdf,2,1,3,medium,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/5652433/,openalex_doi,no_pdf_content,found,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0061217&type=printable,openalex_title,
pending-ref-063,High-dimensional labeled data analysis with topology representing graphs,Michaël Aupetit and Thibaud Catz,2005,10.1016/j.neucom.2004.04.009,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,2,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing,collect_pdf,missing,,https://doi.org/10.1016/j.neucom.2004.04.009,openalex_doi,http_403,found,https://hal.science/hal-03926082/document,openalex_title,
pending-ref-065,Predicting User Preferences of Dimensionality Reduction Embedding Quality,"Cristina Morariu, Adrien Bibal, Rene Cutura, Benoît Frénay, and Michael Sedlmair",2023,10.1109/TVCG.2022.3209449,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,3,2,medium,title_keywords=3; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://researchportal.unamur.be/en/publications/predicting-user-preferences-of-dimensionality-reduction-embedding/,openalex_doi,no_pdf_content,found,http://eprints.bournemouth.ac.uk/5126/1/TMA_eTourism_20years_Buhalis%26Law_FINAL_.pdf,openalex_title,
pending-ref-066,Towards a Systematic Combination of Dimension Reduction and Clustering in Visual Analytics,"John Wenskovitch, Ian Crandell, Naren Ramakrishnan, Leanna House, Scotland Leman, and Chris North",2018,10.1109/TVCG,2,papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/jeon25chi (4).pdf,2,2,2,medium,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/28866581/,openalex_title,no_pdf_content,found,https://elartu.tntu.edu.ua/bitstream/lib/44384/2/IMSTT_2023_Dmytrotsa_L_P-Analysis_of_artificial_35-36.pdf,openalex_title,
pending-ref-067,iVisClassifier: An interactive visual analytics system for classification based on supervised dimension reduction,"Jaegul Choo, Hanseung Lee, Jaeyeon Kihm, and Haesun Park",2010,10.1109/VAST.2010.5652443,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,2,2,medium,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://ieeexplore.ieee.org/document/5652443/,openalex_doi,no_pdf_content,found,https://arxiv.org/pdf/2212.11737,openalex_title,
pending-ref-068,Nonlinear dimensionality reduction and data visualization: a review,Hujun Yin,2007,10.1007/s11633-007-0294-y,2,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,2,2,2,high,title_keywords=2; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://link.springer.com/article/10.1007/s11633-007-0294-y?error=cookies_not_supported&code=6b0dc3f2-4d1d-4cd3-8362-733ba20d1d4d,doi_landing,no_pdf_content,found,https://link.springer.com/content/pdf/bfm:978-3-540-73750-6/1?error=cookies_not_supported&code=bb361a96-bd5a-4b32-890e-1fc6dce22ce8,openalex_title,
pending-ref-069,Principal manifolds and nonlinear dimensionality reduction via tangent space alignment,Z. Zhang and H. Zha,2004,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,2,2,high,title_keywords=2; body_citation_context=2,missing,collect_pdf,missing,,https://doi.org/10.1137/s1064827502419154,openalex_title,http_403,found,https://pca.narod.ru/0212008v1.pdf,semanticscholar_title,
pending-ref-070,Interpreting High-Dimensional Projections With Capacity,"Yang Zhang, Jisheng Liu, Chufan Lai, Yuan Zhou, and Siming Chen",2024,10.1109/TVCG.2023.3324851,2,papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/jeon25chi (4).pdf,2,1,2,medium,title_keywords=1; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/37938967/,openalex_doi,no_pdf_content,found,https://hal.science/hal-03926082/document,openalex_title,
pending-ref-071,Explainers: Expert explorations with crafted projections,M. Gleicher,2013,10.1109/TVCG.2013.157,2,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,2,1,2,high,title_keywords=1; body_citation_context=2; doi_found,missing,collect_pdf,missing,,https://pubmed.ncbi.nlm.nih.gov/24051770/,openalex_doi,no_pdf_content,missing,https://www.rand.org/content/dam/rand/pubs/monograph_reports/2007/MR1626.pdf,openalex_title,http_403
pending-ref-072,Piecewise laplacian-based projection for interactive data exploration and organization,"F. V. Paulovich, D. M. Eler, J. Poco, , C. P. Botha, R. Minghim, and L. G. Nonato",2011,,2,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,2,1,2,high,title_keywords=1; body_citation_context=2,missing,collect_pdf,missing,,,,no_candidate_url,found,https://repositorio.unesp.br/server/api/core/bitstreams/e7b62899-3fc8-4c9d-baf8-95027e5fe396/content,openalex_title,
