candidate_id,paper_title,year,doi,official_url_1,official_url_2,official_url_3,official_url_4,official_url_5,official_url_6,official_url_7,official_url_8,official_url_9,official_url_10,official_url_11,official_url_12
pending-ref-178,Random-projection-based dimensionality reduction and decision fusion for hyperspectral target detection,2011,,https://doi.org/10.1109/igarss.2011.6049468,https://journalofbigdata.springeropen.com/counter/pdf/10.1186/s40537-021-00444-8,https://pubmed.ncbi.nlm.nih.gov/33816053,https://doaj.org/article/bdd5bd1947654336a8e41fd116cd6481,https://www.ncbi.nlm.nih.gov/pmc/articles/8010506,https://scholar.google.com/scholar?q=Random-projection-based%20dimensionality%20reduction%20and%20decision%20fusion%20for%20hyperspectral%20target%20detection,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Random-projection-based%20dimensionality%20reduction%20and%20decision%20fusion%20for%20hyperspectral%20target%20detection,https://dl.acm.org/action/doSearch?AllField=Random-projection-based%20dimensionality%20reduction%20and%20decision%20fusion%20for%20hyperspectral%20target%20detection,,,,
pending-ref-179,Clustered Nyström method for large scale manifold learning and dimension reduction,2010,,https://doi.org/10.1109/tnn.2010.2064786,https://pubmed.ncbi.nlm.nih.gov/20805054,http://repository.hkust.edu.hk/ir/Record/1783.1-39856,https://scholar.google.com/scholar?q=Clustered%20Nystr%C3%B6m%20method%20for%20large%20scale%20manifold%20learning%20and%20dimension%20reduction,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Clustered%20Nystr%C3%B6m%20method%20for%20large%20scale%20manifold%20learning%20and%20dimension%20reduction,https://dl.acm.org/action/doSearch?AllField=Clustered%20Nystr%C3%B6m%20method%20for%20large%20scale%20manifold%20learning%20and%20dimension%20reduction,,,,,,
pending-ref-180,iVisClassiﬁer: An interactive visual analytics system for classiﬁcation based on supervised dimension reduction,2010,,https://scholar.google.com/scholar?q=iVisClassi%EF%AC%81er%3A%20An%20interactive%20visual%20analytics%20system%20for%20classi%EF%AC%81cation%20based%20on%20supervised%20dimension%20reduction,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=iVisClassi%EF%AC%81er%3A%20An%20interactive%20visual%20analytics%20system%20for%20classi%EF%AC%81cation%20based%20on%20supervised%20dimension%20reduction,https://dl.acm.org/action/doSearch?AllField=iVisClassi%EF%AC%81er%3A%20An%20interactive%20visual%20analytics%20system%20for%20classi%EF%AC%81cation%20based%20on%20supervised%20dimension%20reduction,,,,,,,,,
pending-ref-182,Semideﬁnite embedding for the dimensionality reduction of DNA microarray data,2006,,https://scholar.google.com/scholar?q=Semide%EF%AC%81nite%20embedding%20for%20the%20dimensionality%20reduction%20of%20DNA%20microarray%20data,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Semide%EF%AC%81nite%20embedding%20for%20the%20dimensionality%20reduction%20of%20DNA%20microarray%20data,https://dl.acm.org/action/doSearch?AllField=Semide%EF%AC%81nite%20embedding%20for%20the%20dimensionality%20reduction%20of%20DNA%20microarray%20data,,,,,,,,,
pending-ref-185,Super-resolution through neighbor embedding,2004,,https://doi.org/10.1109/cvpr.2004.1315043,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.102.3532,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.78.4611,https://doi.org/10.1016/j.patrec.2008.11.008,https://scholar.google.com/scholar?q=Super-resolution%20through%20neighbor%20embedding,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Super-resolution%20through%20neighbor%20embedding,https://dl.acm.org/action/doSearch?AllField=Super-resolution%20through%20neighbor%20embedding,,,,,
pending-ref-187,Random projection in dimensionality reduction: applications to image and text data Proc,2001,,https://dl.acm.org/doi/pdf/10.1145/331499.331504,https://dl.acm.org/doi/pdf/10.1145/324133.324140,https://scholar.google.com/scholar?q=Random%20projection%20in%20dimensionality%20reduction%3A%20applications%20to%20image%20and%20text%20data%20Proc,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Random%20projection%20in%20dimensionality%20reduction%3A%20applications%20to%20image%20and%20text%20data%20Proc,https://dl.acm.org/action/doSearch?AllField=Random%20projection%20in%20dimensionality%20reduction%3A%20applications%20to%20image%20and%20text%20data%20Proc,,,,,,,
pending-ref-034,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,2016,10.1109/TVCG.2015.2467717,https://doi.org/10.1109/TVCG.2015.2467717,https://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=10.1109/TVCG.2015.2467717,https://doi.org/10.1109/tvcg.2015.2467717,http://xplorestaging.ieee.org/ielx7/2945/7307919/7192695.pdf?arnumber=7192695,https://pubmed.ncbi.nlm.nih.gov/26390487,https://www.jneurosci.org/content/jneuro/31/44/15775.full.pdf,https://pubmed.ncbi.nlm.nih.gov/22049421,https://www.ncbi.nlm.nih.gov/pmc/articles/6623027,https://research.vumc.nl/en/publications/7cfae30f-8852-4154-adbc-85815da253a5,https://scholar.google.com/scholar?q=Probing%20Projections%3A%20Interaction%20Techniques%20for%20Interpreting%20Arrangements%20and%20Errors%20of%20Dimensionality%20Reductions,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Probing%20Projections%3A%20Interaction%20Techniques%20for%20Interpreting%20Arrangements%20and%20Errors%20of%20Dimensionality%20Reductions,https://dl.acm.org/action/doSearch?AllField=Probing%20Projections%3A%20Interaction%20Techniques%20for%20Interpreting%20Arrangements%20and%20Errors%20of%20Dimensionality%20Reductions
pending-ref-036,Formalizing visualization design knowledge as constraints: Actionable and extensible models in draco,2019,10.1109/TVCG.2018.2865240,https://doi.org/10.1109/TVCG.2018.2865240,https://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=10.1109/TVCG.2018.2865240,https://doi.org/10.1109/tvcg.2018.2865240,http://xplorestaging.ieee.org/ielx7/2945/8547224/08440847.pdf?arnumber=8440847,https://pubmed.ncbi.nlm.nih.gov/30137004,http://doi.org/10.1109/TVCG.2018.2865240,https://doi.org/10.31219/osf.io/3eg9c,http://doi.org/10.31219/OSF.IO/3EG9C,https://osf.io/3eg9c,https://scholar.google.com/scholar?q=Formalizing%20visualization%20design%20knowledge%20as%20constraints%3A%20Actionable%20and%20extensible%20models%20in%20draco,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Formalizing%20visualization%20design%20knowledge%20as%20constraints%3A%20Actionable%20and%20extensible%20models%20in%20draco,https://dl.acm.org/action/doSearch?AllField=Formalizing%20visualization%20design%20knowledge%20as%20constraints%3A%20Actionable%20and%20extensible%20models%20in%20draco
pending-ref-038,Low-level components of analytic activity in information visualization,2005,,https://doi.org/10.1109/infovis.2005.24,https://doi.org/10.1109/infvis.2005.1532136,https://scholar.google.com/scholar?q=Low-level%20components%20of%20analytic%20activity%20in%20information%20visualization,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Low-level%20components%20of%20analytic%20activity%20in%20information%20visualization,https://dl.acm.org/action/doSearch?AllField=Low-level%20components%20of%20analytic%20activity%20in%20information%20visualization,,,,,,,
pending-ref-042,Scale-independent quality criteria for dimensionality reduction,2010,10.1016/j.patrec.2010.04.013,https://doi.org/10.1016/j.patrec.2010.04.013,https://www.sciencedirect.com/search?qs=10.1016/j.patrec.2010.04.013,https://api.elsevier.com/content/article/PII:S0167865510001364?httpAccept=text/xml,https://api.elsevier.com/content/article/PII:S0167865510001364?httpAccept=text/plain,http://hdl.handle.net/2078.1/34378,https://journals.iucr.org/a/issues/2008/01/00/sc5010/sc5010.pdf,https://pubmed.ncbi.nlm.nih.gov/18156677,https://hal.science/hal-04925311,https://resolver.sub.uni-goettingen.de/purl?gro-2/55218,https://scholar.google.com/scholar?q=Scale-independent%20quality%20criteria%20for%20dimensionality%20reduction,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Scale-independent%20quality%20criteria%20for%20dimensionality%20reduction,https://dl.acm.org/action/doSearch?AllField=Scale-independent%20quality%20criteria%20for%20dimensionality%20reduction
pending-ref-050,Knowledge Generation Model for Visual Analytics,2014,10.1109/TVCG.2014.2346481,https://doi.org/10.1109/TVCG.2014.2346481,https://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=10.1109/TVCG.2014.2346481,https://doi.org/10.1109/tvcg.2014.2346481,http://xplorestaging.ieee.org/ielx7/2945/6935054/06875967.pdf?arnumber=6875967,https://pubmed.ncbi.nlm.nih.gov/26356874,https://doi.org/10.1109/tvcg.2015.2467591,http://nbn-resolving.de/urn:nbn:de:bsz:352-2-12ol6j8q80gu80,https://scholar.google.com/scholar?q=Knowledge%20Generation%20Model%20for%20Visual%20Analytics,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Knowledge%20Generation%20Model%20for%20Visual%20Analytics,https://dl.acm.org/action/doSearch?AllField=Knowledge%20Generation%20Model%20for%20Visual%20Analytics,,
pending-ref-059,Visualization Analysis and Design,2014,,https://doi.org/10.1201/b17511,https://journals.iucr.org/j/issues/2020/01/00/gj5232/gj5232.pdf,https://pubmed.ncbi.nlm.nih.gov/32047413,https://www.ncbi.nlm.nih.gov/pmc/articles/6998782,https://scholar.google.com/scholar?q=Visualization%20Analysis%20and%20Design,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Visualization%20Analysis%20and%20Design,https://dl.acm.org/action/doSearch?AllField=Visualization%20Analysis%20and%20Design,,,,,
pending-ref-071,Explainers: Expert explorations with crafted projections,2013,10.1109/TVCG.2013.157,https://doi.org/10.1109/TVCG.2013.157,https://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=10.1109/TVCG.2013.157,https://doi.org/10.1109/tvcg.2013.157,http://xplorestaging.ieee.org/ielx7/2945/6634084/06634124.pdf?arnumber=6634124,https://pubmed.ncbi.nlm.nih.gov/24051770,https://www.rand.org/content/dam/rand/pubs/monograph_reports/2007/MR1626.pdf,https://scholar.google.com/scholar?q=Explainers%3A%20Expert%20explorations%20with%20crafted%20projections,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Explainers%3A%20Expert%20explorations%20with%20crafted%20projections,https://dl.acm.org/action/doSearch?AllField=Explainers%3A%20Expert%20explorations%20with%20crafted%20projections,,,
pending-ref-074,Persistent Homology for the Evaluation of Dimensionality Reduction Schemes,2015,10.1111/cgf.12655,https://doi.org/10.1111/cgf.12655,https://onlinelibrary.wiley.com/doi/10.1111/cgf.12655,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fcgf.12655,https://onlinelibrary.wiley.com/doi/pdf/10.1111/cgf.12655,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cgf.12655,https://www.ams.org/bull/2009-46-02/S0273-0979-09-01249-X/S0273-0979-09-01249-X.pdf,https://scholar.google.com/scholar?q=Persistent%20Homology%20for%20the%20Evaluation%20of%20Dimensionality%20Reduction%20Schemes,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Persistent%20Homology%20for%20the%20Evaluation%20of%20Dimensionality%20Reduction%20Schemes,https://dl.acm.org/action/doSearch?AllField=Persistent%20Homology%20for%20the%20Evaluation%20of%20Dimensionality%20Reduction%20Schemes,,,
pending-ref-075,Multidimensional Projection with Radial Basis Function and Control Points Selection,2014,10.1109/PacificVis.2014.59,https://doi.org/10.1109/PacificVis.2014.59,https://ieeexplore.ieee.org/search/searchresult.jsp?newsearch=true&queryText=10.1109/PacificVis.2014.59,https://doi.org/10.1109/pacificvis.2014.59,http://xplorestaging.ieee.org/ielx7/6786620/6787115/06787169.pdf?arnumber=6787169,http://www.producao.usp.br/handle/BDPI/45370,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.21287,https://pubmed.ncbi.nlm.nih.gov/19444816,http://hdl.handle.net/11585/886113,https://hdl.handle.net/2027.42/63074,http://doi.org/10.1002/jcc.21287,http://repository.hanyang.ac.kr/handle/20.500.11754/84391,https://scholar.google.com/scholar?q=Multidimensional%20Projection%20with%20Radial%20Basis%20Function%20and%20Control%20Points%20Selection
pending-ref-076,Laplacian eigenmaps for dimensionality reduction and data representation,2003,,https://doi.org/10.1162/089976603321780317,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1118/1.3267037,https://pubmed.ncbi.nlm.nih.gov/20175497,https://www.ncbi.nlm.nih.gov/pmc/articles/2807447,https://scholar.google.com/scholar?q=Laplacian%20eigenmaps%20for%20dimensionality%20reduction%20and%20data%20representation,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Laplacian%20eigenmaps%20for%20dimensionality%20reduction%20and%20data%20representation,https://dl.acm.org/action/doSearch?AllField=Laplacian%20eigenmaps%20for%20dimensionality%20reduction%20and%20data%20representation,,,,,
pending-ref-078,Interactive visualization of streaming text data with dynamic maps,2013,10.7155/jgaa.00302,https://doi.org/10.7155/jgaa.00302,https://academic.oup.com/bib/article-pdf/14/2/178/546734/bbs017.pdf,https://pubmed.ncbi.nlm.nih.gov/22517427,https://escholarship.org/uc/item/07t3g37w,http://europepmc.org/articles/PMC3603213,https://www.ncbi.nlm.nih.gov/pmc/articles/3603213,https://scholar.google.com/scholar?q=Interactive%20visualization%20of%20streaming%20text%20data%20with%20dynamic%20maps,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Interactive%20visualization%20of%20streaming%20text%20data%20with%20dynamic%20maps,https://dl.acm.org/action/doSearch?AllField=Interactive%20visualization%20of%20streaming%20text%20data%20with%20dynamic%20maps,,,
pending-ref-081,Nonlinear dimensionality reduction by semideﬁnite programming and kernel matrix factorization,2005,,https://scholar.google.com/scholar?q=Nonlinear%20dimensionality%20reduction%20by%20semide%EF%AC%81nite%20programming%20and%20kernel%20matrix%20factorization,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Nonlinear%20dimensionality%20reduction%20by%20semide%EF%AC%81nite%20programming%20and%20kernel%20matrix%20factorization,https://dl.acm.org/action/doSearch?AllField=Nonlinear%20dimensionality%20reduction%20by%20semide%EF%AC%81nite%20programming%20and%20kernel%20matrix%20factorization,,,,,,,,,
pending-ref-084,"Out-of-sample extensions for LLE, isomap, MDS, eigenmaps, and spectral clustering",2004,,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.3.1537,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.420.5053,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.5.1709,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.72.6300,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.9.3475,https://doi.org/10.1162/0899766041732396,https://pubmed.ncbi.nlm.nih.gov/15333211,https://scholar.google.com/scholar?q=Out-of-sample%20extensions%20for%20LLE%2C%20isomap%2C%20MDS%2C%20eigenmaps%2C%20and%20spectral%20clustering,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Out-of-sample%20extensions%20for%20LLE%2C%20isomap%2C%20MDS%2C%20eigenmaps%2C%20and%20spectral%20clustering,https://dl.acm.org/action/doSearch?AllField=Out-of-sample%20extensions%20for%20LLE%2C%20isomap%2C%20MDS%2C%20eigenmaps%2C%20and%20spectral%20clustering,,
pending-ref-085,Hessian eigenmaps: Locally linear embedding techniques for high-dimensional data,2003,,http://doi.org/10.1073/pnas.1031596100,https://doi.org/10.1073/pnas.1031596100,https://pubmed.ncbi.nlm.nih.gov/16576753,https://www.ncbi.nlm.nih.gov/pmc/articles/156245,https://academic.oup.com/bioinformatics/article-pdf/31/18/2989/49035225/bioinformatics_31_18_2989.pdf,https://pubmed.ncbi.nlm.nih.gov/26002886,http://bioinformatics.oxfordjournals.org/cgi/content/short/31/18/2989,https://push-zb.helmholtz-muenchen.de/frontdoor.php?source_opus=44922,https://scholar.google.com/scholar?q=Hessian%20eigenmaps%3A%20Locally%20linear%20embedding%20techniques%20for%20high-dimensional%20data,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Hessian%20eigenmaps%3A%20Locally%20linear%20embedding%20techniques%20for%20high-dimensional%20data,https://dl.acm.org/action/doSearch?AllField=Hessian%20eigenmaps%3A%20Locally%20linear%20embedding%20techniques%20for%20high-dimensional%20data,
pending-ref-093,Data visualization with multidimensional scaling,2008,,https://doi.org/10.1198/106186008x318440,https://doi.org/10.1016/s0031-3203(99)00078-3,https://scholar.google.com/scholar?q=Data%20visualization%20with%20multidimensional%20scaling,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Data%20visualization%20with%20multidimensional%20scaling,https://dl.acm.org/action/doSearch?AllField=Data%20visualization%20with%20multidimensional%20scaling,,,,,,,
pending-ref-094,A new quality assessment criterion for nonlinear dimensionality reduction,2011,,https://doi.org/10.1016/j.neucom.2010.10.011,https://dl.acm.org/doi/pdf/10.1145/331499.331504,https://scholar.google.com/scholar?q=A%20new%20quality%20assessment%20criterion%20for%20nonlinear%20dimensionality%20reduction,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=A%20new%20quality%20assessment%20criterion%20for%20nonlinear%20dimensionality%20reduction,https://dl.acm.org/action/doSearch?AllField=A%20new%20quality%20assessment%20criterion%20for%20nonlinear%20dimensionality%20reduction,,,,,,,
pending-ref-095,Visualizing gene interaction graphs with local multidimensional scaling,2006,,http://lib.tkk.fi/Diss/2007/isbn9789512287529/article6.pdf,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.100.869,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.103.1074,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.144.5363,https://academic.oup.com/nar/article-pdf/34/suppl_1/D535/3925435/gkj109.pdf,https://pubmed.ncbi.nlm.nih.gov/16381927,http://europepmc.org/pmc/articles/PMC1347471,http://doi.org/10.1093/nar/gkj109,https://doi.org/10.25504/fairsharing.9d5f5r,https://scholar.google.com/scholar?q=Visualizing%20gene%20interaction%20graphs%20with%20local%20multidimensional%20scaling,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Visualizing%20gene%20interaction%20graphs%20with%20local%20multidimensional%20scaling,https://dl.acm.org/action/doSearch?AllField=Visualizing%20gene%20interaction%20graphs%20with%20local%20multidimensional%20scaling
pending-ref-096,Nonparametric Statistics for the Behavioral Sciences,1956,,https://doi.org/10.2307/3498751,https://doi.org/10.2307/2342828,https://scholar.google.com/scholar?q=Nonparametric%20Statistics%20for%20the%20Behavioral%20Sciences,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=Nonparametric%20Statistics%20for%20the%20Behavioral%20Sciences,https://dl.acm.org/action/doSearch?AllField=Nonparametric%20Statistics%20for%20the%20Behavioral%20Sciences,,,,,,,
pending-ref-097,ClustMe: A Visual Quality Measure for Ranking Monochrome Scatterplots based on Cluster Patterns,2019,10.1111/cgf.13684,https://doi.org/10.1111/cgf.13684,https://onlinelibrary.wiley.com/doi/10.1111/cgf.13684,https://onlinelibrary.wiley.com/doi/pdf/10.1111/cgf.13684,https://onlinelibrary.wiley.com/doi/full-xml/10.1111/cgf.13684,https://doi.org/10.5281/zenodo.10208143,https://scholar.google.com/scholar?q=ClustMe%3A%20A%20Visual%20Quality%20Measure%20for%20Ranking%20Monochrome%20Scatterplots%20based%20on%20Cluster%20Patterns,https://ieeexplore.ieee.org/search/searchresult.jsp?queryText=ClustMe%3A%20A%20Visual%20Quality%20Measure%20for%20Ranking%20Monochrome%20Scatterplots%20based%20on%20Cluster%20Patterns,https://dl.acm.org/action/doSearch?AllField=ClustMe%3A%20A%20Visual%20Quality%20Measure%20for%20Ranking%20Monochrome%20Scatterplots%20based%20on%20Cluster%20Patterns,,,,
